Date;Price
03/11/2000;463.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
06/11/2000;45.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
07/11/2000;467.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
08/11/2000;49.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
09/11/2000;5.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
10/11/2000;52.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/11/2000;5.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
14/11/2000;580.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
15/11/2000;595.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/11/2000;594.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/11/2000;562.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/11/2000;6.230.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/11/2000;63.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
22/11/2000;629.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
27/11/2000;62.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/11/2000;59.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/11/2000;592.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
30/11/2000;630.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
01/12/2000;653.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/12/2000;7.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/12/2000;80.299.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
06/12/2000;8.75
07/12/2000;8.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/12/2000;81.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/12/2000;996.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/12/2000;85.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/12/2000;779.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/12/2000;7.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/12/2000;80.299.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
18/12/2000;92.799.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
19/12/2000;91.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000
20/12/2000;9.949.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
21/12/2000;104.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/12/2000;10.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/12/2000;10.230.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/12/2000;95.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/12/2000;92.200.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/12/2000;10.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/01/2001;99.700.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/01/2001;971.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/01/2001;9.449.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
05/01/2001;100.299.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
08/01/2001;103.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/01/2001;9.949.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
10/01/2001;9.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/01/2001;8.949.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
12/01/2001;8.75
16/01/2001;8.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/01/2001;78.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
18/01/2001;7.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
19/01/2001;761.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/01/2001;770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/01/2001;7.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
24/01/2001;680.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
25/01/2001;680.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
26/01/2001;7
29/01/2001;67.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
30/01/2001;595.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
31/01/2001;58.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/02/2001;582.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/02/2001;67.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
05/02/2001;61.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/02/2001;5.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
07/02/2001;56.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
08/02/2001;62.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/02/2001;62.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/02/2001;57.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/02/2001;55.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/02/2001;588.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
15/02/2001;53.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
16/02/2001;557.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/02/2001;51.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
21/02/2001;520.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/02/2001;511.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/02/2001;504.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
26/02/2001;507.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/02/2001;507.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/02/2001;5.25
01/03/2001;5.25
02/03/2001;505.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
05/03/2001;532.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/03/2001;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
07/03/2001;521.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
08/03/2001;5.25
09/03/2001;512.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
12/03/2001;4.980.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/03/2001;50.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/03/2001;49.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/03/2001;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
16/03/2001;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
19/03/2001;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
20/03/2001;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
21/03/2001;5.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/03/2001;5.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/03/2001;5.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/03/2001;5.230.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/03/2001;546.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/03/2001;55.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
29/03/2001;530.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
30/03/2001;53.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
02/04/2001;5.25
03/04/2001;5.25
04/04/2001;52.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/04/2001;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
06/04/2001;53.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/04/2001;545.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/04/2001;554.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
11/04/2001;545.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/04/2001;532.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/04/2001;5.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/04/2001;536.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/04/2001;51.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/04/2001;505.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/04/2001;5
23/04/2001;5.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
24/04/2001;512.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
25/04/2001;4.980.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/04/2001;49.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
27/04/2001;48.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/04/2001;4.730.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/05/2001;454.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/05/2001;454.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/05/2001;445.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
04/05/2001;4.5
07/05/2001;43.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/05/2001;421.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
09/05/2001;41.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/05/2001;41.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
11/05/2001;4.25
14/05/2001;428.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/05/2001;445.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/05/2001;445.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
17/05/2001;420.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/05/2001;41.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/05/2001;413.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
22/05/2001;404.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/05/2001;411.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/05/2001;412.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/05/2001;38.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/05/2001;3.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/05/2001;3.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/05/2001;3.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/06/2001;370.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/06/2001;3.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/06/2001;3.930.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/06/2001;37.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
07/06/2001;3.680.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/06/2001;362.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/06/2001;3.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/06/2001;404.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/06/2001;412.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/06/2001;39.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
15/06/2001;3.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
18/06/2001;3.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/06/2001;395.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/06/2001;38.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/06/2001;3.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/06/2001;3.680.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/06/2001;3.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/06/2001;345.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
27/06/2001;3.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/06/2001;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/06/2001;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/07/2001;29.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
03/07/2001;3
05/07/2001;3.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
06/07/2001;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/07/2001;3.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/07/2001;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/07/2001;320.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
12/07/2001;329.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/07/2001;3.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/07/2001;30.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/07/2001;3.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/07/2001;3.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/07/2001;30.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
20/07/2001;2.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/07/2001;3.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/07/2001;3
25/07/2001;3.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/07/2001;32.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
27/07/2001;3.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/07/2001;3.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
31/07/2001;3.310.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/08/2001;3.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/08/2001;3.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
03/08/2001;3.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/08/2001;3.069.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/08/2001;3.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/08/2001;3.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
09/08/2001;3.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/08/2001;29.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/08/2001;3
14/08/2001;304.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
15/08/2001;3.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/08/2001;345.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
17/08/2001;32.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/08/2001;31.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
21/08/2001;3.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/08/2001;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/08/2001;287.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/08/2001;2.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/08/2001;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/08/2001;2.569.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/08/2001;245.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
30/08/2001;2.470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/08/2001;2.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
04/09/2001;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/09/2001;2.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
06/09/2001;2.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/09/2001;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/09/2001;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
11/09/2001;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
12/09/2001;2.439.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/09/2001;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/09/2001;2.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/09/2001;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
18/09/2001;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/09/2001;212.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/09/2001;2.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/09/2001;204.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/09/2001;19.899.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
25/09/2001;1.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
26/09/2001;187.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
27/09/2001;1.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/09/2001;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/10/2001;17.399.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
02/10/2001;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/10/2001;19.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
04/10/2001;212.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
05/10/2001;2.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
08/10/2001;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/10/2001;2.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/10/2001;2.220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/10/2001;2.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/10/2001;2.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/10/2001;22.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
16/10/2001;25.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
17/10/2001;2.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
18/10/2001;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
