Date;Price
10/07/2009;32.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/07/2009;31.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
14/07/2009;329.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/07/2009;337.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/07/2009;320.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
17/07/2009;3.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/07/2009;34.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/07/2009;3.479.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/07/2009;34.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/07/2009;3.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/07/2009;337.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/07/2009;345.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/07/2009;34.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/07/2009;3.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/07/2009;3.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
31/07/2009;3.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
03/08/2009;3.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/08/2009;3.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/08/2009;3.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
06/08/2009;3.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/08/2009;3.569.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/08/2009;354.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
11/08/2009;354.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/08/2009;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/08/2009;3.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
14/08/2009;3.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/08/2009;3.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
18/08/2009;312.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/08/2009;3.029.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/08/2009;3.029.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/08/2009;2.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
24/08/2009;2.689.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/08/2009;2.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/08/2009;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
27/08/2009;27.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
28/08/2009;2.520.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/08/2009;24.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
01/09/2009;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/09/2009;2.25
03/09/2009;2.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/09/2009;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/09/2009;2.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/09/2009;2.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/09/2009;2.680.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/09/2009;2.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
14/09/2009;2.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
15/09/2009;320.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/09/2009;3.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/09/2009;3.5
18/09/2009;320.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
21/09/2009;3.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/09/2009;337.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/09/2009;3.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/09/2009;3.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/09/2009;3.609.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/09/2009;354.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/09/2009;329.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
30/09/2009;3.25
01/10/2009;2.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/10/2009;2.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/10/2009;2.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/10/2009;3.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/10/2009;370.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/10/2009;42.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/10/2009;39.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
12/10/2009;395.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/10/2009;403.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/10/2009;3.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/10/2009;387.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/10/2009;3.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/10/2009;421.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/10/2009;45.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
21/10/2009;479.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
22/10/2009;4.980.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/10/2009;487.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
26/10/2009;4.519.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
27/10/2009;4.519.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
28/10/2009;4.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
29/10/2009;411.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/10/2009;411.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/11/2009;432.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/11/2009;43.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/11/2009;44.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/11/2009;429.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
06/11/2009;395.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/11/2009;3.779.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/11/2009;37.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
11/11/2009;3.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
12/11/2009;32.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/11/2009;25.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
16/11/2009;2.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/11/2009;3.470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/11/2009;37.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/11/2009;3.569.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/11/2009;3.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
23/11/2009;379.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/11/2009;362.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
25/11/2009;3.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/11/2009;3.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/11/2009;4.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/12/2009;429.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/12/2009;46.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
03/12/2009;457.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/12/2009;453.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/12/2009;478.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/12/2009;50.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
09/12/2009;5.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
10/12/2009;5.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
11/12/2009;520.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/12/2009;5.410.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/12/2009;553.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/12/2009;557.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/12/2009;56.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/12/2009;587.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/12/2009;579.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/12/2009;555.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
23/12/2009;554.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
24/12/2009;5.75
28/12/2009;5.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/12/2009;60.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
30/12/2009;578.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/12/2009;582.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/01/2010;6.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
05/01/2010;619.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/01/2010;646.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
07/01/2010;75.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
08/01/2010;655.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
11/01/2010;5.769.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
12/01/2010;557.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/01/2010;561.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/01/2010;5.769.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
15/01/2010;5.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/01/2010;55.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
20/01/2010;554.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/01/2010;5.519.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
22/01/2010;56.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
25/01/2010;57.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
26/01/2010;561.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/01/2010;54.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
28/01/2010;532.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/01/2010;52.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
01/02/2010;529.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/02/2010;546.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
03/02/2010;55.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
04/02/2010;546.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
05/02/2010;561.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/02/2010;5.730.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/02/2010;554.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/02/2010;5.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/02/2010;553.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/02/2010;5.480.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/02/2010;56.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/02/2010;546.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/02/2010;54.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/02/2010;50.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
22/02/2010;49.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
23/02/2010;4.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/02/2010;4.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/02/2010;4.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
26/02/2010;47.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
01/03/2010;48.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/03/2010;478.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/03/2010;47.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
04/03/2010;478.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/03/2010;455.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
08/03/2010;446.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
09/03/2010;45.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
10/03/2010;444.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/03/2010;446.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
12/03/2010;43.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
15/03/2010;429.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/03/2010;437.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
17/03/2010;4.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
18/03/2010;419.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/03/2010;40.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
22/03/2010;4.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
23/03/2010;40.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/03/2010;4.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
25/03/2010;40.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
26/03/2010;39.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
29/03/2010;38.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/03/2010;379.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/03/2010;3.930.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/04/2010;3.720.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/04/2010;3.930.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
06/04/2010;4.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/04/2010;40.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/04/2010;39.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
09/04/2010;3.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
12/04/2010;404.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/04/2010;3.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/04/2010;41.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/04/2010;4.160.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/04/2010;3.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/04/2010;4.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
20/04/2010;3.930.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/04/2010;395.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
22/04/2010;395.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/04/2010;407.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/04/2010;4.230.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/04/2010;417.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
28/04/2010;419.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/04/2010;42.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/04/2010;3.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
03/05/2010;3.859.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
04/05/2010;395.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
05/05/2010;4
06/05/2010;3.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/05/2010;3.910.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/05/2010;40.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/05/2010;41.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/05/2010;417.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
13/05/2010;42.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
14/05/2010;4.269.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
17/05/2010;4.339.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
18/05/2010;44.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
19/05/2010;428.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/05/2010;412.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/05/2010;412.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/05/2010;40.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/05/2010;40.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/05/2010;419.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/05/2010;421.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/05/2010;430.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
01/06/2010;438.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/06/2010;432.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/06/2010;445.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
04/06/2010;45.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
07/06/2010;46.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
08/06/2010;488.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
09/06/2010;4.75
10/06/2010;467.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
11/06/2010;467.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
14/06/2010;494.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/06/2010;511.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/06/2010;512.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
17/06/2010;513.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/06/2010;51.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
21/06/2010;51.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/06/2010;487.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/06/2010;49.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/06/2010;487.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
25/06/2010;4.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
28/06/2010;48.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
29/06/2010;467.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
30/06/2010;453.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/07/2010;454.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/07/2010;471.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
06/07/2010;48.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
07/07/2010;47.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
08/07/2010;461.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/07/2010;436.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/07/2010;44.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
13/07/2010;445.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/07/2010;438.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
15/07/2010;442.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
16/07/2010;467.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
19/07/2010;455.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/07/2010;4.589.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
21/07/2010;470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/07/2010;46.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
23/07/2010;469.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/07/2010;46.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/07/2010;471.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/07/2010;4.75
29/07/2010;479.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
30/07/2010;480.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/08/2010;494.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/08/2010;478.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/08/2010;4.769.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
05/08/2010;4.839.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
06/08/2010;46.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
09/08/2010;4.519.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
10/08/2010;442.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000
11/08/2010;437.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
12/08/2010;44.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
13/08/2010;43.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
16/08/2010;437.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/08/2010;428.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/08/2010;43.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
19/08/2010;429.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/08/2010;419.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/08/2010;412.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/08/2010;407.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/08/2010;39.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/08/2010;3.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/08/2010;3.75
30/08/2010;3.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/08/2010;379.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
01/09/2010;3.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/09/2010;37.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/09/2010;37.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/09/2010;3.819.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
08/09/2010;3.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/09/2010;379.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/09/2010;379.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/09/2010;38.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/09/2010;3.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/09/2010;405.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/09/2010;4.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
17/09/2010;411.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/09/2010;40.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
21/09/2010;395.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/09/2010;4.019.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
23/09/2010;40.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/09/2010;3.970.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/09/2010;379.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/09/2010;379.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
29/09/2010;3.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/09/2010;3.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/10/2010;36.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
04/10/2010;3.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/10/2010;35.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
06/10/2010;3.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/10/2010;362.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/10/2010;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/10/2010;3.430.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/10/2010;3.399.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/10/2010;35.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/10/2010;35.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/10/2010;3.470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/10/2010;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/10/2010;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/10/2010;345.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
21/10/2010;345.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
22/10/2010;3.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/10/2010;3.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/10/2010;3.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/10/2010;337.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/10/2010;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/10/2010;3.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
01/11/2010;34.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
02/11/2010;320.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/11/2010;3.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/11/2010;3.529.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/11/2010;3.470.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/11/2010;34.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/11/2010;37.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
10/11/2010;4
11/11/2010;3.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
12/11/2010;3.5
15/11/2010;3.560.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/11/2010;3.660.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/11/2010;3.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/11/2010;3.890.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
